Timestamp,Lot,Occupancy level,Day of week,Hour of day
2023-01-24T02:45:09-05:00,3,91.25,Tuesday,18
2023-01-25T00:15:05-05:00,3,88.75,Wednesday,16
2023-01-24T03:30:09-05:00,3,91.25,Tuesday,19
2023-01-25T01:15:05-05:00,3,87.5,Wednesday,17
2023-01-24T04:45:05-05:00,3,68.75,Tuesday,20
2023-01-25T02:15:05-05:00,3,96.25,Wednesday,18
2023-01-24T05:15:05-05:00,3,68.75,Tuesday,21
2023-01-25T03:15:05-05:00,3,97.5,Wednesday,19
2023-01-24T05:45:05-05:00,3,68.75,Tuesday,21
2023-01-25T03:30:06-05:00,3,97.5,Wednesday,19
2023-01-24T07:15:05-05:00,3,66.25,Tuesday,23
2023-01-25T03:45:05-05:00,3,93.75,Wednesday,19
2023-01-24T08:00:08-05:00,3,63.74999999999999,Wednesday,0
2023-01-25T05:30:09-05:00,3,83.75,Wednesday,21
2023-01-24T08:30:06-05:00,3,65.0,Wednesday,0
2023-01-25T06:15:05-05:00,3,81.25,Wednesday,22
2023-01-24T08:45:06-05:00,3,65.0,Wednesday,0
2023-01-25T06:30:06-05:00,3,82.5,Wednesday,22
2023-01-24T09:45:05-05:00,3,66.25,Wednesday,1
2023-01-25T07:15:05-05:00,3,83.75,Wednesday,23
2023-01-24T10:00:09-05:00,3,66.25,Wednesday,2
2023-01-25T07:45:05-05:00,3,81.25,Wednesday,23
2023-01-24T11:15:05-05:00,3,66.25,Wednesday,3
2023-01-25T08:00:09-05:00,3,80.0,Thursday,0
2023-01-24T11:45:05-05:00,3,66.25,Wednesday,3
2023-01-25T08:30:06-05:00,3,78.75,Thursday,0
2023-01-24T12:00:10-05:00,3,65.0,Wednesday,4
2023-01-25T08:45:05-05:00,3,78.75,Thursday,0
2023-01-24T12:30:05-05:00,3,66.25,Wednesday,4
2023-01-25T09:15:05-05:00,3,78.75,Thursday,1
2023-01-24T13:00:07-05:00,3,57.49999999999999,Wednesday,5
2023-01-25T09:45:05-05:00,3,75.0,Thursday,1
2023-01-24T15:30:06-05:00,3,71.25,Wednesday,7
2023-01-25T10:15:05-05:00,3,76.25,Thursday,2
2023-01-24T16:00:12-05:00,3,72.5,Wednesday,8
2023-01-25T12:00:11-05:00,3,60.0,Thursday,4
2023-01-24T16:15:05-05:00,3,82.5,Wednesday,8
2023-01-25T13:15:05-05:00,3,66.25,Thursday,5
2023-01-24T17:15:07-05:00,3,85.0,Wednesday,9
2023-01-25T14:00:10-05:00,3,72.5,Thursday,6
2023-01-24T17:30:07-05:00,3,87.5,Wednesday,9
2023-01-25T14:45:05-05:00,3,81.25,Thursday,6
2023-01-24T18:45:05-05:00,3,91.25,Wednesday,10
2023-01-25T15:00:10-05:00,3,77.5,Thursday,7
2023-01-24T19:15:05-05:00,3,93.75,Wednesday,11
2023-01-25T15:15:05-05:00,3,80.0,Thursday,7
2023-01-24T19:30:06-05:00,3,95.0,Wednesday,11
2023-01-25T16:00:08-05:00,3,75.0,Thursday,8
2023-01-24T20:00:08-05:00,3,96.25,Wednesday,12
2023-01-25T16:15:05-05:00,3,72.5,Thursday,8
2023-01-24T20:45:05-05:00,3,93.75,Wednesday,12
2023-01-25T16:45:05-05:00,3,78.75,Thursday,8
2023-01-24T21:00:07-05:00,3,90.0,Wednesday,13
2023-01-25T17:15:05-05:00,3,76.25,Thursday,9
2023-01-24T22:15:05-05:00,3,87.5,Wednesday,14
2023-01-25T17:30:06-05:00,3,83.75,Thursday,9
2023-01-24T23:00:09-05:00,3,95.0,Wednesday,15
2023-01-25T17:45:06-05:00,3,85.0,Thursday,9
2023-01-24T23:45:05-05:00,3,98.75,Wednesday,15
2023-01-25T18:00:13-05:00,3,90.0,Thursday,10
2023-01-25T00:45:05-05:00,3,87.5,Wednesday,16
2023-01-25T19:15:06-05:00,3,95.0,Thursday,11
2023-01-25T01:30:07-05:00,3,83.75,Wednesday,17
2023-01-25T20:00:09-05:00,3,96.25,Thursday,12
2023-01-25T01:45:05-05:00,3,82.5,Wednesday,17
2023-01-25T20:30:08-05:00,3,95.0,Thursday,12
2023-01-25T02:30:06-05:00,3,95.0,Wednesday,18
2023-01-25T21:00:08-05:00,3,93.75,Thursday,13
2023-01-25T04:45:05-05:00,3,80.0,Wednesday,20
2023-01-25T21:45:05-05:00,3,96.25,Thursday,13
2023-01-25T05:00:09-05:00,3,78.75,Wednesday,21
2023-01-25T22:00:08-05:00,3,96.25,Thursday,14
2023-01-25T05:15:05-05:00,3,82.5,Wednesday,21
2023-01-25T23:30:06-05:00,3,83.75,Thursday,15
2023-01-25T06:45:05-05:00,3,83.75,Wednesday,22
2023-01-26T00:00:07-05:00,3,78.75,Thursday,16
2023-01-25T07:00:08-05:00,3,86.25,Wednesday,23
2023-01-26T00:30:06-05:00,3,88.75,Thursday,16
2023-01-25T07:30:06-05:00,3,81.25,Wednesday,23
2023-01-26T01:15:05-05:00,3,78.75,Thursday,17
2023-01-25T09:30:07-05:00,3,76.25,Thursday,1
2023-01-26T03:45:05-05:00,3,98.75,Thursday,19
2023-01-25T10:00:09-05:00,3,77.5,Thursday,2
2023-01-26T06:00:10-05:00,3,78.75,Thursday,22
2023-01-25T10:30:06-05:00,3,71.25,Thursday,2
2023-01-26T06:45:05-05:00,3,77.5,Thursday,22
2023-01-25T11:00:08-05:00,3,66.25,Thursday,3
2023-01-26T07:00:10-05:00,3,77.5,Thursday,23
2023-01-25T12:15:05-05:00,3,58.75,Thursday,4
2023-01-26T07:15:05-05:00,3,81.25,Thursday,23
2023-01-25T12:30:06-05:00,3,61.25000000000001,Thursday,4
2023-01-26T08:00:08-05:00,3,72.5,Friday,0
2023-01-25T13:30:06-05:00,3,65.0,Thursday,5
2023-01-26T08:30:06-05:00,3,70.0,Friday,0
2023-01-25T13:45:05-05:00,3,63.74999999999999,Thursday,5
2023-01-26T09:00:11-05:00,3,72.5,Friday,1
2023-01-25T16:30:06-05:00,3,77.5,Thursday,8
2023-01-26T09:15:05-05:00,3,72.5,Friday,1
2023-01-25T18:30:06-05:00,3,93.75,Thursday,10
2023-01-26T11:15:09-05:00,3,67.5,Friday,3
2023-01-25T18:45:05-05:00,3,96.25,Thursday,10
2023-01-26T13:45:05-05:00,3,60.0,Friday,5
2023-01-25T19:45:05-05:00,3,95.0,Thursday,11
2023-01-26T14:15:05-05:00,3,58.75,Friday,6
2023-01-25T20:15:05-05:00,3,96.25,Thursday,12
2023-01-26T14:30:06-05:00,3,60.0,Friday,6
2023-01-25T21:30:06-05:00,3,97.5,Thursday,13
2023-01-26T15:00:12-05:00,3,61.25000000000001,Friday,7
2023-01-25T22:45:05-05:00,3,93.75,Thursday,14
2023-01-26T17:00:09-05:00,3,66.25,Friday,9
2023-01-25T23:15:05-05:00,3,85.0,Thursday,15
2023-01-26T17:15:05-05:00,3,73.75,Friday,9
2023-01-26T00:15:05-05:00,3,83.75,Thursday,16
2023-01-26T18:00:08-05:00,3,93.75,Friday,10
2023-01-26T00:45:05-05:00,3,86.25,Thursday,16
2023-01-26T19:15:09-05:00,3,93.75,Friday,11
2023-01-26T01:45:06-05:00,3,97.5,Thursday,17
2023-01-26T02:15:05-05:00,3,97.5,Thursday,18
2023-01-26T02:30:06-05:00,3,91.25,Thursday,18
2023-01-26T03:00:09-05:00,3,88.75,Thursday,19
2023-01-26T03:15:05-05:00,3,96.25,Thursday,19
2023-01-26T03:30:12-05:00,3,93.75,Thursday,19
2023-01-26T04:00:10-05:00,3,92.5,Thursday,20
2023-01-26T04:15:05-05:00,3,88.75,Thursday,20
2023-01-26T04:45:05-05:00,3,83.75,Thursday,20
2023-01-26T05:00:08-05:00,3,92.5,Thursday,21
2023-01-26T05:30:06-05:00,3,81.25,Thursday,21
2023-01-26T05:45:05-05:00,3,83.75,Thursday,21
2023-01-26T06:15:05-05:00,3,75.0,Thursday,22
2023-01-26T06:30:06-05:00,3,76.25,Thursday,22
2023-01-26T07:30:06-05:00,3,80.0,Thursday,23
2023-01-26T07:45:05-05:00,3,75.0,Thursday,23
2023-01-26T10:15:05-05:00,3,67.5,Friday,2
2023-01-26T10:45:06-05:00,3,68.75,Friday,2
2023-01-26T11:00:10-05:00,3,65.0,Friday,3
2023-01-26T11:45:05-05:00,3,63.74999999999999,Friday,3
2023-01-26T12:00:10-05:00,3,62.5,Friday,4
2023-01-26T12:15:06-05:00,3,62.5,Friday,4
2023-01-26T12:45:05-05:00,3,60.0,Friday,4
2023-01-26T13:15:05-05:00,3,57.49999999999999,Friday,5
2023-01-26T13:30:06-05:00,3,58.75,Friday,5
2023-01-26T15:15:05-05:00,3,55.00000000000001,Friday,7
2023-01-26T15:30:06-05:00,3,51.24999999999999,Friday,7
2023-01-26T16:30:06-05:00,3,58.75,Friday,8
2023-01-26T18:15:05-05:00,3,96.25,Friday,10
2023-01-26T18:45:05-05:00,3,93.75,Friday,10
2023-01-29T01:15:05-05:00,3,83.75,Sunday,17
2023-01-29T02:00:10-05:00,3,83.75,Sunday,18
2023-01-29T02:45:05-05:00,3,81.25,Sunday,18
2023-01-28T21:30:07-05:00,3,96.25,Sunday,13
2023-01-29T03:45:06-05:00,3,92.5,Sunday,19
2023-01-28T22:30:07-05:00,3,97.5,Sunday,14
2023-01-28T23:00:13-05:00,3,96.25,Sunday,15
2023-01-28T23:30:08-05:00,3,95.0,Sunday,15
2023-01-29T06:00:11-05:00,3,70.0,Sunday,22
2023-01-29T00:00:11-05:00,3,88.75,Sunday,16
2023-01-29T00:15:04-05:00,3,88.75,Sunday,16
2023-01-29T00:30:07-05:00,3,97.5,Sunday,16
2023-01-28T22:15:05-05:00,3,98.75,Sunday,14
2023-01-29T01:00:09-05:00,3,85.0,Sunday,17
2023-01-28T23:15:05-05:00,3,98.75,Sunday,15
2023-01-29T01:30:07-05:00,3,83.75,Sunday,17
2023-01-28T23:45:07-05:00,3,90.0,Sunday,15
2023-01-29T02:15:05-05:00,3,82.5,Sunday,18
2023-01-29T02:30:07-05:00,3,81.25,Sunday,18
2023-01-29T00:45:05-05:00,3,92.5,Sunday,16
2023-01-29T03:00:11-05:00,3,86.25,Sunday,19
2023-01-29T04:30:08-05:00,3,75.0,Sunday,20
2023-01-29T03:15:04-05:00,3,87.5,Sunday,19
2023-01-29T04:00:10-05:00,3,83.75,Sunday,20
2023-01-29T04:45:06-05:00,3,76.25,Sunday,20
2023-01-29T06:15:06-05:00,3,71.25,Sunday,22
2023-01-29T06:45:06-05:00,3,77.5,Sunday,22
2023-01-29T05:00:10-05:00,3,82.5,Sunday,21
2023-01-29T05:15:06-05:00,3,81.25,Sunday,21
2023-01-29T07:15:06-05:00,3,71.25,Sunday,23
2023-01-29T06:30:07-05:00,3,72.5,Sunday,22
2023-01-29T08:00:16-05:00,3,63.74999999999999,Monday,0
2023-01-29T08:30:07-05:00,3,63.74999999999999,Monday,0
2023-01-28T12:30:07-05:00,3,56.25,Sunday,4
2023-01-28T12:00:11-05:00,3,52.5,Sunday,4
2023-01-28T11:45:07-05:00,3,52.5,Sunday,3
2023-01-28T13:30:11-05:00,3,68.75,Sunday,5
2023-01-28T13:15:08-05:00,3,62.5,Sunday,5
2023-01-29T09:15:06-05:00,3,62.5,Monday,1
2023-01-29T09:45:04-05:00,3,61.25000000000001,Monday,1
2023-01-28T14:15:06-05:00,3,73.75,Sunday,6
2023-01-29T10:30:07-05:00,3,57.49999999999999,Monday,2
2023-01-28T16:15:05-05:00,3,81.25,Sunday,8
2023-01-28T16:30:07-05:00,3,87.5,Sunday,8
2023-01-28T15:00:10-05:00,3,86.25,Sunday,7
2023-01-28T14:30:08-05:00,3,75.0,Sunday,6
2023-01-28T17:15:05-05:00,3,91.25,Sunday,9
2023-01-28T17:30:07-05:00,3,91.25,Sunday,9
2023-01-29T12:45:04-05:00,3,56.25,Monday,4
2023-01-29T13:30:07-05:00,3,57.49999999999999,Monday,5
2023-01-28T17:45:05-05:00,3,91.25,Sunday,9
2023-01-29T14:00:09-05:00,3,56.25,Monday,6
2023-01-28T18:15:04-05:00,3,93.75,Sunday,10
2023-01-28T19:45:10-05:00,3,97.5,Sunday,11
2023-01-29T15:15:07-05:00,3,53.75,Monday,7
2023-01-28T15:15:06-05:00,3,76.25,Sunday,7
2023-01-28T15:45:06-05:00,3,77.5,Sunday,7
2023-01-28T16:00:11-05:00,3,80.0,Sunday,8
2023-01-28T20:45:07-05:00,3,96.25,Sunday,12
2023-01-28T14:00:10-05:00,3,71.25,Sunday,6
2023-01-28T14:45:05-05:00,3,81.25,Sunday,6
2023-01-28T13:45:05-05:00,3,70.0,Sunday,5
2023-01-28T17:00:13-05:00,3,87.5,Sunday,9
2023-01-29T09:00:09-05:00,3,61.25000000000001,Monday,1
2023-01-22T22:40:27-05:00,3,97.5,Monday,14
2023-01-28T18:00:08-05:00,3,93.75,Sunday,10
2023-01-22T22:44:13-05:00,3,97.5,Monday,14
2023-01-22T22:47:18-05:00,3,95.0,Monday,14
2023-01-22T22:48:12-05:00,3,95.0,Monday,14
2023-01-22T11:52:58-05:00,3,93.75,Monday,3
2023-01-22T11:53:51-05:00,3,93.75,Monday,3
,3,92.5,,
2023-01-22T22:56:09-05:00,3,92.5,Monday,14
2023-01-22T22:58:54-05:00,3,92.5,Monday,14
2023-01-22T23:00:53-05:00,3,92.5,Monday,15
2023-01-22T23:37:41-05:00,3,93.75,Monday,15
2023-01-23T00:15:07-05:00,3,98.75,Monday,16
2023-01-23T01:00:11-05:00,3,81.25,Monday,17
2023-01-23T02:30:07-05:00,3,87.5,Monday,18
2023-01-29T09:30:07-05:00,3,63.74999999999999,Monday,1
2023-01-23T02:45:07-05:00,3,87.5,Monday,18
2023-01-23T03:15:05-05:00,3,91.25,Monday,19
2023-01-23T05:00:08-05:00,3,88.75,Monday,21
2023-01-23T05:30:08-05:00,3,81.25,Monday,21
2023-01-23T06:45:07-05:00,3,78.75,Monday,22
2023-01-23T09:45:04-05:00,3,67.5,Tuesday,1
2023-01-23T10:30:07-05:00,3,63.74999999999999,Tuesday,2
2023-01-23T11:00:14-05:00,3,63.74999999999999,Tuesday,3
2023-01-23T11:15:05-05:00,3,61.25000000000001,Tuesday,3
2023-01-23T12:30:17-05:00,3,57.49999999999999,Tuesday,4
2023-01-23T12:45:07-05:00,3,57.49999999999999,Tuesday,4
2023-01-28T19:00:09-05:00,3,96.25,Sunday,11
2023-01-23T13:00:08-05:00,3,58.75,Tuesday,5
2023-01-28T18:45:05-05:00,3,97.5,Sunday,10
2023-01-23T13:15:07-05:00,3,60.0,Tuesday,5
2023-01-23T14:45:10-05:00,3,71.25,Tuesday,6
2023-01-23T15:15:09-05:00,3,67.5,Tuesday,7
2023-01-23T17:00:15-05:00,3,93.75,Tuesday,9
2023-01-23T18:30:09-05:00,3,96.25,Tuesday,10
2023-01-23T19:00:13-05:00,3,93.75,Tuesday,11
2023-01-23T20:30:09-05:00,3,95.0,Tuesday,12
2023-01-23T20:45:08-05:00,3,96.25,Tuesday,12
2023-01-23T21:00:16-05:00,3,95.0,Tuesday,13
2023-01-23T21:15:08-05:00,3,93.75,Tuesday,13
2023-01-23T22:15:09-05:00,3,93.75,Tuesday,14
2023-01-23T23:15:07-05:00,3,96.25,Tuesday,15
2023-01-24T00:15:09-05:00,3,88.75,Tuesday,16
2023-01-24T00:45:08-05:00,3,82.5,Tuesday,16
2023-01-24T01:15:08-05:00,3,80.0,Tuesday,17
2023-01-24T01:30:13-05:00,3,83.75,Tuesday,17
2023-01-24T03:45:04-05:00,3,91.25,Tuesday,19
2023-01-24T04:00:17-05:00,3,90.0,Tuesday,20
2023-01-24T04:15:07-05:00,3,77.5,Tuesday,20
2023-01-24T06:00:08-05:00,3,70.0,Tuesday,22
2023-01-29T11:00:10-05:00,3,57.49999999999999,Monday,3
2023-01-24T07:00:08-05:00,3,70.0,Tuesday,23
2023-01-24T07:30:11-05:00,3,67.5,Tuesday,23
2023-01-24T09:00:08-05:00,3,66.25,Wednesday,1
2023-01-24T09:15:06-05:00,3,66.25,Wednesday,1
2023-01-24T09:30:05-05:00,3,66.25,Wednesday,1
2023-01-24T10:15:05-05:00,3,65.0,Wednesday,2
2023-01-28T20:00:11-05:00,3,97.5,Sunday,12
2023-01-24T12:15:05-05:00,3,65.0,Wednesday,4
2023-01-24T13:15:07-05:00,3,57.49999999999999,Wednesday,5
2023-01-24T13:30:06-05:00,3,57.49999999999999,Wednesday,5
2023-01-24T13:45:05-05:00,3,57.49999999999999,Wednesday,5
2023-01-24T15:00:08-05:00,3,63.74999999999999,Wednesday,7
2023-01-24T15:15:05-05:00,3,65.0,Wednesday,7
2023-01-24T15:45:05-05:00,3,73.75,Wednesday,7
2023-01-24T16:30:07-05:00,3,82.5,Wednesday,8
2023-01-24T17:00:07-05:00,3,87.5,Wednesday,9
2023-01-24T18:00:08-05:00,3,92.5,Wednesday,10
2023-01-24T19:00:10-05:00,3,93.75,Wednesday,11
2023-01-24T20:15:05-05:00,3,93.75,Wednesday,12
2023-01-24T20:30:06-05:00,3,96.25,Wednesday,12
2023-01-24T21:15:05-05:00,3,90.0,Wednesday,13
2023-01-24T22:30:05-05:00,3,90.0,Wednesday,14
2023-01-24T22:45:05-05:00,3,90.0,Wednesday,14
2023-01-24T23:15:05-05:00,3,92.5,Wednesday,15
2023-01-25T00:00:08-05:00,3,95.0,Wednesday,16
2023-01-25T00:30:07-05:00,3,93.75,Wednesday,16
2023-01-25T01:00:07-05:00,3,87.5,Wednesday,17
2023-01-25T02:00:07-05:00,3,87.5,Wednesday,18
2023-01-25T02:45:05-05:00,3,97.5,Wednesday,18
2023-01-25T03:00:08-05:00,3,98.75,Wednesday,19
2023-01-25T04:00:07-05:00,3,90.0,Wednesday,20
2023-01-25T04:15:05-05:00,3,88.75,Wednesday,20
2023-01-29T11:15:04-05:00,3,55.00000000000001,Monday,3
2023-01-25T04:30:06-05:00,3,86.25,Wednesday,20
2023-01-25T05:45:05-05:00,3,86.25,Wednesday,21
2023-01-25T06:00:08-05:00,3,82.5,Wednesday,22
2023-01-25T08:15:05-05:00,3,78.75,Thursday,0
2023-01-25T09:00:08-05:00,3,75.0,Thursday,1
2023-01-25T10:45:05-05:00,3,67.5,Thursday,2
2023-01-25T11:15:05-05:00,3,62.5,Thursday,3
2023-01-25T11:30:06-05:00,3,61.25000000000001,Thursday,3
2023-01-25T11:45:05-05:00,3,60.0,Thursday,3
2023-01-25T12:45:05-05:00,3,62.5,Thursday,4
2023-01-25T13:00:09-05:00,3,63.74999999999999,Thursday,5
2023-01-25T14:15:05-05:00,3,72.5,Thursday,6
2023-01-25T14:30:06-05:00,3,73.75,Thursday,6
2023-01-25T15:30:06-05:00,3,75.0,Thursday,7
2023-01-25T15:45:05-05:00,3,71.25,Thursday,7
2023-01-25T17:00:08-05:00,3,80.0,Thursday,9
2023-01-25T18:15:10-05:00,3,93.75,Thursday,10
2023-01-25T19:00:10-05:00,3,95.0,Thursday,11
2023-01-25T19:30:06-05:00,3,95.0,Thursday,11
2023-01-29T12:15:07-05:00,3,56.25,Monday,4
2023-01-25T20:45:06-05:00,3,97.5,Thursday,12
2023-01-29T12:30:07-05:00,3,56.25,Monday,4
2023-01-25T21:15:05-05:00,3,97.5,Thursday,13
2023-01-25T22:15:05-05:00,3,97.5,Thursday,14
2023-01-25T22:30:07-05:00,3,98.75,Thursday,14
2023-01-25T23:00:09-05:00,3,86.25,Thursday,15
2023-01-25T23:45:05-05:00,3,83.75,Thursday,15
2023-01-26T01:00:09-05:00,3,82.5,Thursday,17
2023-01-26T01:30:05-05:00,3,92.5,Thursday,17
2023-01-26T02:00:08-05:00,3,96.25,Thursday,18
2023-01-26T02:45:05-05:00,3,93.75,Thursday,18
2023-01-26T04:30:05-05:00,3,83.75,Thursday,20
2023-01-26T05:15:05-05:00,3,78.75,Thursday,21
2023-01-26T08:15:05-05:00,3,72.5,Friday,0
2023-01-26T08:45:05-05:00,3,68.75,Friday,0
2023-01-26T09:30:09-05:00,3,72.5,Friday,1
2023-01-26T09:45:12-05:00,3,68.75,Friday,1
2023-01-26T10:00:09-05:00,3,67.5,Friday,2
2023-01-26T10:30:06-05:00,3,67.5,Friday,2
2023-01-26T11:30:06-05:00,3,63.74999999999999,Friday,3
2023-01-26T12:30:07-05:00,3,61.25000000000001,Friday,4
2023-01-26T13:00:10-05:00,3,58.75,Friday,5
2023-01-26T14:00:08-05:00,3,63.74999999999999,Friday,6
2023-01-26T14:45:05-05:00,3,60.0,Friday,6
2023-01-29T13:00:14-05:00,3,57.49999999999999,Monday,5
2023-01-26T15:45:05-05:00,3,50.0,Friday,7
2023-01-26T16:00:09-05:00,3,57.49999999999999,Friday,8
2023-01-26T16:15:05-05:00,3,61.25000000000001,Friday,8
2023-01-26T16:45:08-05:00,3,65.0,Friday,8
